#,ChatRm,Date,ID,Time,Comment
4495,JFEWE Fires,3/16,Icc_7_g3 fi_tgtoft,9:19,(en) ROGER
4513,JFEWE Fires,3/16,7 4i_fso,9:21,"(en) 155mm POF is to 1-441N. 105mm lay AOF 5400 ISO 3-44 IN, 0/0 2-44 iN"
4533,JFEWE Fires,3/16,7_4i_fso,9:22,"(en) firesim issue should hopefully be resolved in a few minutes, 1-44"
4546,JFEWE Fires,3/16,7 41 fso,9:23,"(en) counterfire officer, any acquisitions lately? B/2-44 is taking mortar fire"
4560,JFEWE Fires,3/16,7_4i_144_fso,9:24,(en) rgr ...just tried to fire. I was denied for ACM...is that something you can override?
4561,JFEWE Fires,3/16,7_41 fso,9:24,(en) it will take a few minutes for firesim to delete the overlay restriction
4585,JFEWE Fires,3/16,7_4i_144_fso,9:25,(en) rgr
4586,JFEWE Fires,3/16,Icc_7_g3fso,9:25,(en) do we have any ATACMS IPRTF?
4609,JFEWE Fires,3/16,7_7f fi_bn_cdr,9:28,(en) what is going on?
4610,JFEWE Fires,3/16,7_7f fi_bn_cdr,9:28,(en) numerous fire missions being denied... ?
4615,JFEWE Fires,3/16,7_41 fso,9:29,(en) firesim issue also affecting 1-44. the operator is working on it
4616,JFEWE Fires,3/16,7_4i_144_fso,9:29,(en) What ACM is in effect...my entire map is being denied because of an ACM violation
4624,JFEWE Fires,3/16,7_4i_fso,9:30,(en) the acm has been deleted out of firesim. it will take a few minutes for firesim to update to reflect the change
4625,JFEWE Fires,3/16,7_7f_fi_bn_cdr,9:30,"(en) i had 12 m777, now 10 ready for fire missions and yet to fire one!"
4626,JFEWE Fires,3/16,7_4i_fso,9:30,(en) see above
4627,JFEWE Fires,3/16,7_7f_fi_bn_cdr,9:30,(en) no I
4628,JFEWE Fires,3/16,7_7f_fi_bn_cdr,9:30,(en) kill kill kill!!!
4629,JFEWE Fires,3/16,7 4i_fso,9:30,(en) it's a sim-ism i hate to say it
4640,JFEWE Fires,3/16,7_7f_fi_bn_cdr,9:31,(en) i understand
4641,JFEWE Fires,3/16,7_7f_fi_bn_cdr,9:31,(en) firesim is no fun
4642,JFEWE Fires,3/16,Icc_7_g3 Ji_tgtoff,9:31,(en) CAN YOU ENGAGE HARPOON SQUAD 12SWG 54478 92494
4643,JFEWE Fires,3/16,7_7f_fi_bn_cdr,9:31,(en) a group of fat girls?
4656,JFEWE Fires,3/16,7_4i_fso,9:33,"(en) counterfire is being conducted, but no list of historical poos"
4729,JFEWE Fires,3/16,7_7f_fi_bn_cdr,9:40,(en) too many denied fire missions
4757,JFEWE Fires,3/16,7_7f fib_cf_off,9:43,(en) everything here denied
4761,JFEWE Fires,3/16,7_4i_fso,9:45,(en) rgr
4826,JFEWE Fires,3/16,7_4i_fso_alt,9:52,"(en) I am ""Canceling"" any mission that plots close to friendlies (2/300m)."
4841,JFEWE Fires,3/16,Icc_7_g3 fso,9:53,(en) Roger That
4842,JFEWE Fires,3/16,7_4i_fso_alt,9:53,(en) I am processing lmmed/Suppression type missions 1st.
4852,JFEWE Fires,3/16,7_4i_fso_alt,9:55,(en) I am trying to give the requestor
4858,JFEWE Fires,3/16,7_7f_fi_bn_cdr,9:56,(en) firesim down... again
4904,JFEWE Fires,3/16,lcc_7_g3 fitgtoff,10:02,(en) OUTSTANDING
4935,JFEWE Fires,3/16,7 4i fso_alt,10:06,(en) Do not shoot FS at one infantry soldiers!
4946,JFEWE Fires,3/16,7 4ifso_alt,10:07,(en) Rucker - I have input the two missions you gave me but 1 do not see anything processing??
4962,JFEWE Fires,3/16,7_4i_fso,10:08,(en) Fires into DIAZ 2 need to be cleared by 2-44 IN
4963,JFEWE Fires,3/16,7_4i_fso_alt,10:08,(en) Okay.
5011,JFEWE Fires,3/16,7_7f fi_bn_cdr,10:12,(en) back up
5030,JFEWE Fires,3/16,7_41 fso_alt,10:13,(en) I am trying to give the requestor the benefit of the doubt that he is keeping his head down since we do not have a DANGER CLOSE option.
5043,JFEWE Fires,3/16,7 4i_fso,10:15,(en) rgr understand
5057,JFEWE Fires,3/16,7_7f_fi_bn_cdr,10:17,(en) fires has slowed down
5152,JFEWE Fires,3/16,7_7a_fso,10:27,(en) fire mission ... grid 125WG 54468 90885...D30 HOW ... LOC IN DIAZ
5173,JFEWE Fires,3/16,7_4i_fso,10:29,(en) rgr
5286,JFEWE Fires,3/16,7_7a_fso,10:47,(en) fire mission ... g4id 12SWG 55964 90043 ... 122MM TRANSLOADER ... LOC IN DIAZ ALSO
5287,JFEWE Fires,3/16,7_7f_fi_bn_cdr,10:47,(en) shoot it!
5293,JFEWE Fires,3/16,7_7a_fso,10:48,(en) I WOULD IF I COULD... LOOK OUT OF FIRES
5294,JFEWE Fires,3/16,7_7f fi_bn_cdr,10:48,(en) shoot it!
5387,JFEWE Fires,3/16,721i fso_alt,11:09,(en) Slow but I shot it.
5402,JFEWE Fires,3/16,7_4i_fso_alt,11:11,(en) Shot D30 also.
5412,JFEWE Fires,3/16,7 7a_fso,11:13,(en) GOOD SHOTTING ... TARGET DESTROYED
5427,JFEWE Fires,3/16,7_4i fso,11:16,(en) 2-44 IN clearing OBJ diaz2
5646,JFEWE Fires,3/16,7_4i_144_fso,12:03,(en) 2-44 has requested i fire a mission vic WG5699592804. This will be a DC mission. Friendlies 200m away
5660,JFEWE Fires,3/16,7_4i_144_fso,12:05,(en) Rounds should be impacting. Let me know if you need additional fires.
5708,JFEWE Fires,3/16,7_7f fi_bn_cdr,12:21,(en) firesim slowing down...
5711,JFEWE Fires,3/16,7_7f fib_cf_off,12:22,(en) firesim is  up...no down up...ok its up
5720,JFEWE Fires,3/16,7_7f_fi_bn_cdr,12:26,(en) it is all good!
5721,JFEWE Fires,3/16,7_7f_fi_bn_cdr,12:26,(en) LOL
5909,JFEWE Fires,3/16,74i fso,13:28,(en) Can we get AWT support ISO 2-44 IN
5915,JFEWE Fires,3/16,Icc_7_g3iso,13:32,(en) do we have and idea when we fired the MLRS rockets today?
5916,JFEWE Fires,3/16,Icc_7_g3iso,13:32,(en) and we are ZERO on Atacms?
5918,JFEWE Fires,3/16,7_7a_fso,13:34,(en) fire mission....BM 21..danger close. grid 12SWG 55965 90040 surround by friendly
5936,JFEWE Fires,3/16,7 4i_fso_alt,13:40,(en) FiredDanger Close MSsn.
5953,JFEWE Fires,3/16,77a fso,13:45,(en) roger ... thank much
6085,JFEWE Fires,3/17,anIst_g7_g9,7:33,(en) 17 Mar 11
6148,JFEWE Fires,3/17,7_71_fi_bn_s3s2,7:51,(en) how come nobody is chirping this fine morning???
6149,JFEWE Fires,3/17,7_4iiso,7:51,(en) tipoff ... 1215
6229,JFEWE Fires,3/17,Icc_7_g3 higtoff,8:09,(en) 1 KB 8532 12SWG 56711 92844 CROTALE
6235,JFEWE Fires,3/17,Icc_7_g3ii_tgtoff,8:10,(en) THATS DIAZ CITY FYSA
6256,JFEWE Fires,3/17,Icc_7_g3 _fso,8:14,(en) day after day I'm more confused... yet i look for the light through the pouring rain?
6280,JFEWE Fires,3/17,7_7f_fi_bn_cdr,8:17,(en) uncle kracker - drift away
6281,JFEWE Fires,3/17,anlst_ops,8:17,(en) Try Dobie Gray
6292,JFEWE Fires,3/17,7_7f fi_bn_cdr,8:18,(en) really?
6293,JFEWE Fires,3/17,7 4i_144_fso,8:18,(en) yep .... the Dobie Gray version is much better
6294,JFEWE Fires,3/17,anlst_ops,8:18,"(en) Yup - I know it dates me, but.... Gimme the beat boys, and free my soul..."
6308,JFEWE Fires,3/17,7_7f_fi_bn_cdr,8:20,"(en) i'll look into the dobie gray version, thx"
6309,JFEWE Fires,3/17,anlst_ops,8:20,"(en) Yeah, but Kracker 'made it his own""..."
6317,JFEWE Fires,3/17,Icc_7_g3iso,8:21,(en) A-10's south of Airfield
6318,JFEWE Fires,3/17,lcc_7_g3_fso,8:21,(en) Spookly Working north side of Airfield
6366,JFEWE Fires,3/17,7_4i_344_fso,8:27,(en) this getting old when the enemy doesnt die the way they should
6401,JFEWE Fires,3/17,7_7f_fib_tuav_opt,8:31,(en) entered the room
6466,JFEWE Fires,3/17,7_7f_fib_cf_off,8:43,(en) I'm melting ....
6473,JFEWE Fires,3/17,7_7f_fib_cf_off,8:44,(en) i'll get you my pretty...PH get you!!!
6530,JFEWE Fires,3/17,7 41_344 fso,8:50,(en) who u calling pretty????7
6531,JFEWE Fires,3/17,7 4i _ 344 fso,8:50,(en) lol
6537,JFEWE Fires,3/17,7_7f_fi_bn_cdr,8:51,(en) not you... LOL
6541,JFEWE Fires,3/17,7 4i _ fso _ alt,8:52,(en) Throw the water on him.
6542,JFEWE Fires,3/17,Icc_7_g3_fso,8:52,(en) HAY TIS CHAT IS RECORDED
6543,JFEWE Fires,3/17,Icc_7_g3_fso,8:52,(en) Need to keep Mission Focused
6544,JFEWE Fires,3/17,Icc_7_g3_fso,8:52,(en) Just a Word of Caution
6558,JFEWE Fires,3/17,7_71 fi_bn_cdr,8:53,(en) yes sir/ma'am! moving!
6565,JFEWE Fires,3/17,lcc_7_g3iso,8:54,(en) Just don't want to have stuff wned up as jokes at the OUT Brief like they do at the NTC
6586,JFEWE Fires,3/17,Icc_7_g3fso,8:56,(en) TBM P00 125WF 74879243TBM P00 PLOTTED ON COP. NEAR THE LAUCH SITES FROM YESTERDAY.
6593,JFEWE Fires,3/17,7 4i_fso_alt,8:57,(en) As long as we do no lose sight of JFEWE.
6594,JFEWE Fires,3/17,Icc_7_g3 fso,8:57,(en) Do we have ATACMS Loader?
6607,JFEWE Fires,3/17,Icc_7_g3iso,8:58,(en) Disreguard USAF rolling in on P00.
6639,JFEWE Fires,3/17,Icc_7_g3iso,9:04,(en) TOT on KB8553 2259 struck 2 SCUD launchers
6668,JFEWE Fires,3/17,7_71_fi_bn_cdr,9:15,(en) firesim keeps going up/down... is this happening to all?
6671,JFEWE Fires,3/17,7 41iso_alt,9:16,(en) I have had 12.5 Crashes. Navy has had 8.
6712,JFEWE Fires,3/17,7_4I_344_fso,9:24,(en) my firesim just crashed
6720,JFEWE Fires,3/17,7_7f fi_bn_cdr,9:27,(en) this is my 4th crash... so reliable.
6725,JFEWE Fires,3/17,Icc_7_g3_fi_tgtoff,9:29,(en) WAS THIS EVER ENGAGED IN DIAZ CITY? 12SWG 56711 92844 CROTALE
6734,JFEWE Fires,3/17,Icc_7_g3 Ji_tgtoff,9:32,fen) Enemy truck w/troops in beteen two BLDS 12SWG6757386214
6738,JFEWE Fires,3/17,Icc_7g3ii_tgtoff,9:33,(en) ITS IN LANCERS AO
6761,JFEWE Fires,3/17,7_7f_fi_bn_cdr,9:37,(en) AO is not a proper term anymore
6762,JFEWE Fires,3/17,7_7f_fi_bn_cdr,9:37,(en) they went with something new now
6763,JFEWE Fires,3/17,Icc_7_g3_fi_tgtoff,9:37,(en) Thanks for the correction sir!
6767,JFEWE Fires,3/17,7 4i_fso,9:38,(en) lol
6768,JFEWE Fires,3/17,7_7f_fi_bn_cdr,9:38,(en) anytime!
6769,JFEWE Fires,3/17,Icc_7_g3 Ji_tgtoff,9:38,(en) so was anything done with the crotale in the LANCER OE?
6772,JFEWE Fires,3/17,Icc_7_g3 fi_tgtoff,9:39,(en) IS that better
6773,JFEWE Fires,3/17,7_7a_fso,9:40,(en) fire mission... target is TRANSLOADER at grid 12SWG 68450 84442...
6775,JFEWE Fires,3/17,7_7f_fi_bn_cdr,9:41,(en) stay focused
6776,JFEWE Fires,3/17,Icc_7_g3 fi_tgtoff,9:41,(en) I am trying to get the BDA on that CROTALE.... I am being asked here... disregard!
6783,JFEWE Fires,3/17,7 41_144_fso,9:44,(en) crash #51
6787,JFEWE Fires,3/17,7_7f_fi_bn_cdr,9:45,(en) ditto
6788,JFEWE Fires,3/17,7_4i_fso_alt,9:45,(en) 15.5.
6939,JFEWE Fires,3/17,7_4i_fso,10:22,(en) crash
6945,JFEWE Fires,3/17,7_7f_fi_bn_cdr,10:25,(en) another crash...
6951,JFEWE Fires,3/17,7_4i_fso,10:27,(en) degraded network capability
6957,JFEWE Fires,3/17,7_4i_fso_alt,10:28,(en) 18.5.
6964,JFEWE Fires,3/17,7_7f fi_bn cdr,10:31,(en) back up
6965,JFEWE Fires,3/17,7_7f fi_bn_cdr,10:31,(en) for now...
7014,JFEWE Fires,3/17,7_7f fi_bn_cdr,10:43,(en) 20? LOL
7015,JFEWE Fires,3/17,7_4i_144_fso,10:43,(en) completely froze ... crash to follow
7013,JFEWE Fires,3/17,7_4i_fso_alt,10:43,(en) 20.
7026,JFEWE Fires,3/17,7_7f_fi_bn_cdr,10:48,(en) fantastic!
7054,JFEWE Fires,3/17,7_4i_fso_alt,11:02,(en) 24.
7075,JFEWE Fires,3/17,7_4ifsoalt,11:09,(en) 25.
7088,JFEWE Fires,3/17,7_41 fso_alt,11:12,(en) 26.
7096,JFEWE Fires,3/17,7_4i_fso_alt,11:14,(en) 27
7110,JFEWE Fires,3/17,7_4i fso_alt,11:41,(en) 28.
7111,JFEWE Fires,3/17,7_4i_fso_alt,11:41,(en) 28 and we think they have PATCHED it.
7134,JFEWE Fires,3/17,7 4i_fso,11:54,(en) my b racket's getting off to a bad start
7172,JFEWE Fires,3/17,Icc_7_g3iso,12:06,(en) ERMP's Cleared to Launch...
7189,JFEWE Fires,3/17,7_4i_344_fso,12:18,(en) just killed me two radars
7190,JFEWE Fires,3/17,7_41_344_fso,12:18,(en) enemy
7195,JFEWE Fires,3/17,7_7f fi_bn_cdr,12:21,(en) fist pound for the kills!
7268,JFEWE Fires,3/17,7_7f_fi_bn_cdr,12:57,(en) thunder 3 out!
7311,JFEWE Fires,3/17,Icc_7_g3_dep_fso,13:15,(en) NEW JTF FSCL i/e at 1300 hrs See JTF FRAGO and CPOF
7334,JFEWE Fires,3/17,7_7f_fib_s3s2,13:27,(en) Are you going to post an overlay on the Sim system?
7406,JFEWE Fires,3/17,7_4i_fso,13:47,(en) ENDEX
7438,JFEWE Fires,3/17,7_7f fib_tuav_opt,13:50,(en) Left the room
