#,ChatRm,Date,ID,Time,Comment,,,
2186,2 MEB,15-Mar-2014,10mc_cdr,9:07,"(en) CAS/DAS ALERT. JTF WILL CONDUCT JDAM MUNITIONS DELIVERY IN TF RHINO AO, WITHIN TF TORNADO AOR, ON THREE (3) LINEAR TARGETS. TARGET ONE 12SWG 63554 TO 76279. TARGET TWO 12SWG 63161 TO 77441. TARGET THREE 12SWG 64787 TO 78348. TOT TBD.",,,
2187,2 MEB,15-Mar-2014,2meb fso,9:07,"(en) CAS/DAS ALERT. JTF WILL CONDUCT JDAM MUNITIONS DELIVERY IN TF RHINO AO, WITHIN TF TORNADO AOR, ON THREE (3) LINEAR TARGETS. TARGET ONE 12SWG 63554 TO 76279. TARGET TWO 12SWG 63161 TO 77441. TARGET THREE 12SWG 64787 TO 78348. TOT TBD.",,,
2194,2 MEB,15-Mar-2014,2meb_s2,9:08,"(en) UAV reports D-30 light howitzer 12swg 61258 82576, 2519 Med Howitzer 12swg 61805 81065, 60mm Mortar 12swg 62269 80144, lx IN PLT 12swg 60476 83160",,,
2198,2 MEB,15-Mar-2014,2meb_fso,9:09,"(en) Engaging with Air Assets: UAV reports D-30 light howitzer 12swg 61258 82576, 2S19 Med Howitzer 12swg 61805 81065, 60mm Mortar 12swg 62269 80144, lx IN PLT 12swg 60476 83160",,,
2202,2 MEB,15-Mar-2014,2meb_s2,9:10,"(en) 3x IN SQDs 12swg 62700 81383, 12swg 62728 78966, 66055 80940",,,
2217,2 MEB,15-Mar-2014,10mc_cdr,9:15,"(en) ASSET ASSIGNED: SHAKER 15, EXPEND REMAINING ORDNANCE LINE 1: MISSION REQUEST NUMBER: 15-RHINO-403 LINE 2: TGT GRID: FOUR (4) POINT TARGETS. TARGE ONE 125WG 61258 82576. TARGET TWO 12SWG 61805 81065. TARGET THREE 12SWG 62269 80144. TARGET FOUR 12SWG 60476 83160. LINE 3: TGT DESCRIPTION: TARGET ONE D-THIRTY (30) LIGHT HOWITZER SYSTEM. TARGET TWO IS A MEDIUM HOWITZER. TARGET THREE IS SIXTY (60) MIKE-MIKE SYSTEM WITH CREW. TARGET FOUR IS AN INFANTRY PLATOON. LINE 4: JTAC C/S: PEGASUS 55 IS UAV TERMINAL CONTROL LINE 5: TOT: 1025. TIME NOW IS 1015.",,,
2228,2 MEB,15-Mar-2014,10mc_cdr,9:17,(en) MAV55..COPY ON PINE 57 PICK-UP ON MISSION 15-TORNADO-202.,,,
2314,2 MEB,15-Mar-2014,10mc_cdr,9:33,"(en) UPDATE CAS/DAS ALERT. JTF JDAM MUNITIONS DELIVERY IN TF RHINO AO, WITHIN TF TORNADO AOR. LINEAR TARGET ONE 12SWG 63554 TO 76279 IS CANCELLED EFFECTIVE 1032 HOURS EST.",,,
2367,2 MEB,15-Mar-2014,2meb_s3,9:45,"(en) Rhino 14, request Gator drop from 12SWG 66938 73574 to 12SWG 66449 74530; second Gator drop from 12SWG 58056 85160 to 12SWG 58967 84978 IOT fix enemy counterattack forces for destruction by CAS and direct fire.",,,
2410,2 MEB,15-Mar-2014,2meb_fso,9:51,(en) RW CAS TO PROSECUTE TARGETS IVO 60235 80885 (4) D-30'S (1) CONTROL VAN (1) FIRE CONTROL RADAR,,,
2429,2 MEB,15-Mar-2014,10mc_cdr,9:53,"(en) SPECIAL ORDNANCE REQUEST: GATOR AIR DELIVERED ORDNANCE LINE 1: MISSION REQUEST NUMBER: 15-RHINO-404 LINE 2: LINEAR TARGET AREA 12SWG 66938 73574 TO 12SWG 66449 74530, 50 METERS WIDE BETWEEN GRID POINTS. LINE 3: TGT DESCRIPTION: AVENUE OF APPROACH INTO TF RHINO AO. PURPOSE IS TO FIX ENEMY COUNTER-ATTACK FORCES FOR FURTHER DESTRUCTION BY CAS AND JTF FIRES. LINE 4: JTAC C/S: PEGASUS 55 UAV TERMINAL CONTROL LINE 5: TOT: ASAP, TIME NOW IS 1052.",,,
2430,2 MEB,15-Mar-2014,2meb_fso,9:53,(en) FireSim is up,,,
2440,2 MEB,15-Mar-2014,2meb_s3,9:54,(en) XVIII ABC air land mission is a GO; lead AC is 10min out.,,,
2445,2 MEB,15-Mar-2014,10mc_cdr,9:55,"(en) SPECIAL ORDNANCE REQUEST: GATOR AIR DELIVERED ORDNANCE LINE 1: MISSION REQUEST NUMBER: 15-RHINO-405 LINE 2: LINEAR TARGET AREA 12SWG 58056 85160 TO 125WG 58967 84978, 50 METERS WIDE BETWEEN GRID POINTS. LINE 3: TGT DESCRIPTION: AVENUE OF APPROACH INTO TF RHINO AO. PURPOSE IS TO FIX ENEMY COUNTER-ATTACK FORCES FOR FURTHER DESTRUCTION BY CAS AND JTF FIRES. LINE 4: JTAC C/S: PEGASUS 55 UAV TERMINAL CONTROL LINE 5: TOT: ASAP. TIME NOW IS 1054.",,,
2572,2 MEB,15-Mar-2014,2meb_mech2_bn_cdr,10:12,(en) TFT: IS VACATING ITS BLOCKING POSITION VICINITY 64109 77010. EN TANKS (4) T72 AND NUMEROUS EN VEHICLES WITHIN 1 KM.,,,
2579,2 MEB,15-Mar-2014,10mc_cdr,10:13,(en) MAVERICK 55: REQUEST JTF RECCE ASSETS TO CONDUCT BOMB DAMAGE ASSESSMENTS (BDA) OF TF RHINO CAS MISSIONS SINCE 0900 HOURS TODAY.,,,
2606,2 MEB,15-Mar-2014,2meb_fso,10:18,(en) firesim is down,,,
2607,2 MEB,15-Mar-2014,7_7a_lno_mc,10:18,"(en) UAV MISSION 401/402- HARPOON 41451 64975, T-72'S 63195 76117, (2) 152'S 64857 78768, (2)152'S 40103 63583, LASER DESIGNATOR 41316 64661",,,
2643,2 MEB,15-Mar-2014,Icc_7_socce_cdr,10:22,"(en) spot rep: ODB 9130,TACP09, 6 targets: all targets are in/around civilian structures, no civilians noted 12SWG 48205 72207/2 x enemy trucks+sqd 12SWG 47898 72853/3 x enemy trucks, —20 troops 12SWG 48439 72574 / enemy artillery+squad+vehicle 12SWG 48042 72191/enemy artillery+squad+vehicle 12SWG 47086 72600/enemy forward observers, vehicle 12SWG 49273 72357 / —50 enemy troops in open",,,
2651,2 MEB,15-Mar-2014,10mc_cdr,10:23,(en) REQUEST R/W CAS FROM PEGASUS 55 LINE 1: MISSION REQUEST NUMBER: 15- HAMMER-320 LINE 2: TARGET GRID COORDINATE: 125WG 41451 64975. LINE 3: TGT DESCRIPTION: ONE (1) KNOWN HARPOON ANTI-SHIP MISSILE SYSTEM. LINE 4: JTAC C/5: COORD WITH HAMMER 14. REQUEST R/W CAS AND R/W TAC(A)/FAC(A) CAPABILITY TO SELF-CLEAR R/W FIRES. LINE 5: TOT: 1130. TIME NOW IS 1122.,,,
2661,2 MEB,15-Mar-2014,2meb fso,10:24,(en) COBRA DOWN ON MISSION 15-RHINO-210 59524 80388/ BEFORE IT WAS DOWNED IT KILLED (2) 152's @ 60206 80892/60262 80738,,,
2668,2 MEB,15-Mar-2014,10mc_cdr,10:25,(en) REQUEST AVAILABLE CAS AIRCRAFT LINE 1: MISSION REQUEST NUMBER: 15- HAMMER-321 LINE 2: TARGET GRID COORDINATE: 12SWG 41316 64661. LINE 3: TGT DESCRIPTION: LASER TARGET DESIGNATION SYSTEM LINE4: JTAC C/5: HAMMER 14. LINE 5: TOT: 1135. TIME NOW IS 1125.,,,
2675,2 MEB,15-Mar-2014,2meb_s3,10:26,"(en) TF Tornado, send TRAP to recover downed AH1 at 12SWG 59524 80388",,,
2485,2 MEB,15-Mar-2014,10mc_cdr,10:30,"(en) REQUEST RAN CAS FROM PEGASUS 55 LINE I: MISSION REQUEST NUMBER: 15- TORNADO-210 LINE 2: TARGET GRID COORDINATE: 12SWG 60235 80885. LINE 3: TGT DESCRIPTION: FOUR (4) D-FORTY {40) ARTILLERY SYSTEMS AND ONE (1) CONTROL VAN WITH ASSOCIATED FIRE CONTROL RADAR SYSTEM. LINE 4: JTAC C/S: TORNADO 14 LINE 5: TOT: 1110. TIME NOW IS 1100,",,,
2696,2 MEB,15-Mar-2014,10mc_cdr,10:31,(en) REQUEST AVAILABLE CAS AIRCRAFT LINE 1: MISSION REQUEST NUMBER: 15- TORNADO-212 LINE 2: TARGET GRID COORDINATE: 12SWG 63195 76117 LINE 3: TGT DESCRIPTION: UNKNOWN NUMBER OF TANGO-72 TANKS LINE4: JTAC C/5: TORNADO 14. LINE 5: TOT: 1140. TIME NOW IS 1130.,,,
2714,2 MEB,15-Mar-2014,2meb_mech_bn_cdr,10:34,"(en) TFW--LAR is a shore and not sure about the arty, I was told last week, we don't control the movement of the btty.",,,
2733,2 MEB,15-Mar-2014,10mc_cdr,10:36,(en) REQUEST AVAILABLE CAS AIRCRAFT LINE 1: MISSION REQUEST NUMBER: 15- TORNADO-21.3 LINE 2: TARGET GRID COORDINATE: 12SWG 64857 78768 LINE 3: TGT DESCRIPTION: UNKNOWN NUMBER ONE-FIVE-TWO ARTILLERY SYSTEMS. LINE4: JTAC C/S: TORNADO 14. LINE 5: TOT: 1145. TIME NOW IS 1134.,,,
2734,2 MEB,15-Mar-2014,acc_Ino_mc,10:36,"(en) Rhino6, GATOR employment denied by JTF. He is trying to adjuticate teh T-72's that are miraculously still alive after being hit by several munitions. -Maverick55A",,,
2745,2 MEB,15-Mar-2014,2meb_cdr,10:38,(en) Thanks for nuthen Danny,,,
2773,2 MEB,15-Mar-2014,2meb_mech2_bn_cdr,10:42,"(en) TFT: SIREP AS FOLLOWS WOUNDED 13, DEAD 27, 5 M1113 DESTROYED, 1 HMMWV DESTROYED, 1 STRYKER MORTAR VARIANT DESTROYED.",,,
2774,2 MEB,15-Mar-2014,10mc_cdr,10:42,(en) ELM 21 EXPEND 50% ORDANCE ON 15-HAMMER-321,,,
2791,2 MEB,15-Mar-2014,2meb_fso,10:44,(en) NSFS Engageing argets: 700 Mortar 48266 72906 701 Howitzer 48517 72510 702 SORAS 6 48933 71930 703 Laser designator 47088 72634 704 Howitzer 48047 72176 705 Tank 47263 72617 706 ATGM 47317 72546 707 ATGM 47335 7244,,,
2800,2 MEB,15-Mar-2014,10mc_cdr,10:45,(en) ELM 21 EXPEND REMAINING ORDANCE ON 15-TORNADO-213,,,
2807,2 MEB,15-Mar-2014,10mc_cdr,10:46,(en) CEDAR 21 EXPEND REMAINING ORDANCNCE ON 15-TORNADO-214,,,
2808,2 MEB,15-Mar-2014,2meb_fso,10:46,"(en) TF Hammer: ONESAF showing no affects from fires, and no evidence that the Naval guns are shooting.",,,
2816,2 MEB,15-Mar-2014,10mc_cdr,10:47,(en) CEDAR 21 EXPEND REMAINING ORDANCNCE ON 15-TORNADO-214,,,
2867,2 MEB,15-Mar-2014,7_7a_lno_mc,10:54,(en) (en) UH-1 DOWN @ 4957072030,,,
2876,2 MEB,15-Mar-2014,2meb_s3,10:55,(en) What shot the UH1 down?,,,
2877,2 MEB,15-Mar-2014,7:7a_lno_mc,10:55,(en) UNKNOWN,,,
2890,2 MEB,15-Mar-2014,2meb_s3,10:56,"(en) TF Hammer, need TRAP mission for the downed UH1",,,
2915,2 MEB,15-Mar-2014,2meb_helo_sqdn_cdr,10:59,(en) TF Hammer: moving AAVs to site,,,
2932,2 MEB,15-Mar-2014,2meb_helo_sqdn_cdr,11:02,"(en) TF Hammer: No UH1 shown on ONESAF, moving there to secure anyway.",,,
2943,2 MEB,15-Mar-2014,7_7a_Ino_mc,11:03,"(en) PEGASUS 55: BELIEVE UH-1 WAS SHOT DOWN BY RPG EN ROUTE TO 15-HAMMER320, ON STATION @ H-320 COBRA KILLED 152MM TRANSLOADER AND MULTIPLE SMALL ARMS AND RPG'S",,,
2944,2 MEB,15-Mar-2014,2meb_helo_sqdn_cdr,11:03,"(en) TF Hammer: leaving small blocking position at Rola, moving rest of tank/mech force to Stones day to assist in TRAP and begin clearing Stones Bay",,,
2950,2 MEB,15-Mar-2014,10mc_cdr,11:04,"(en) ODB 9130, TACP09: ARE THE TARGETS SIGHTED AND REPORTED AT 1120 HOURS VCTY 12SWG 48 72 SUITABLE FOR R/W CAS? TOT WOULD BE APPROXIMATELY 1240 HOURS.",,,
2971,2 MEB,15-Mar-2014,10mc_cdr,11:06,"(en) MAVERICK 55, CONFIRM R/W CAS STATUS THAT ELM 21 AND CEDAR 21 RTB WINCHESTER",,,
2996,2 MEB,15-Mar-2014,2meb_helo_sqdn_cdr,11:10,(en) TF Hammer: My onesaf box is down,,,
3035,2 MEB,15-Mar-2014,2meb_helo_sqdn_cdr,11:17,(en) TF Hammer: ONESAF back up,,,
3036,2 MEB,15-Mar-2014,2meb_helo_sqdn_cdr,11:17,"(en) TF Hammer: as much as ""up"" means.",,,
3042,2 MEB,15-Mar-2014,9_525_107_b_cdr,11:18,"(en) WARLORD 6, this is A co 107 MI (Multi-Function Team) Commo Check",,,
3045,2 MEB,15-Mar-2014,2meb_mech_bn_cdr,11:19,"(en) TFW@9_525 ... Rgr, over",,,
3066,2 MEB,15-Mar-2014,2meb_s2,11:21,(en) UAV MISSION 402- SPOTTED 122mm TRANSLOADER 62859 73734,,,
3076,2 MEB,15-Mar-2014,2meb_s2,11:23,(en) located in NAI 110 SW of TFT,,,
3077,2 MEB,15-Mar-2014,2meb_fso,11:23,"(en) UAV MISSION 402- SPOTTED 122mm TRANSLOADER 62859 73734 NSFS Shot, UAV MISSION 402- SPOTTED 122mm TRANSLOADER 62859 73734",,,
3087,2 MEB,15-Mar-2014,2meb_fso,11:24,"(en) PEGASUS 55:MISSION 202- (2)T-72's KILLED, (1) CAN'T BE SEEN, TARGET ONE 12SWG 63161 77441; TARGET TWO 12SWG 64787 78348; 202 TARGET ONE 12SWG 63161 77441; TARGET TWO 12SWG 64787 78348; TARGET THREE 12SWG 65615 79458",,,
3124,2 MEB,15-Mar-2014,10mc_cdr,11:29,"(en) (en) ALCON: MISSIONS 15-RHINO-440, 442 AND 444 ARE IS STRIKE PACKAGE CONSISTING THREE (3) SECTIONS R/W CAS AND A SECTION OF F/W CAS. CEDAR 21 NOW ASSIGNED TO 15-RH INO-442 & 444.",,,
3150,2 MEB,15-Mar-2014,10mc_cdr,11:31,(en) (en) CEDAR 21 ASSIGNED TO 15-RHINO-442 & 444. TERMINAL CONTROL PRIMARY IS TAC(A)/FAC(A) PEGASUS 55. SECONDARY IS TACP 09.,,,
3155,2 MEB,15-Mar-2014,10mc_cdr,11:32,(en) CEDAR 21 TOT ON CAS MSN 15-RHINO-442 & 444 IS 1.300 HOURS EST.,,,
3163,2 MEB,15-Mar-2014,10mc_cdr,11:34,(en) PEGASUS 55 CONTACT SECONDARY JTAC C/S TACP 09 TO ESTABLISH COMMS AND COORDINATION WITH 0DB 9130 AT TOT MINUS 10.,,,
3171,2 MEB,15-Mar-2014,10mc_cdr,11:35,"(en) PEGASUS 55 CONTACT SPINS ISO 15-RHINO-440, 442 & 444.",,,
3211,2 MEB,15-Mar-2014,2meb_mech2_bn_cdr,11:42,(en) TFT: I DID NOT KNOW WE WHERE FIGHTING IMMORTALS! THESE GUYS JUST DON'T DIET,,,
3213,2 MEB,15-Mar-2014,10mc_cdr,11:42,(en) PEGASUS 55 ABORT CAS MISSIONS 15-RHINO-440 DUE TO UNACCEPTABLE ANTI-AIR DEFENSE SYSTEMS IN TARGET AREA. CEDAR 21 CONTINUE WITH 15-RHINO-442 & 444. TERMINAL CONTROL PRIMARY IS TACP 09 CO-LOCATED WITH ODB 9130.,,,
3245,2 MEB,15-Mar-2014,2meb_helo_sqdn_cdr,11:46,"(en) Tf Hammer: infantry 46KIA/956, Tanks 100% good, AAVs 30(10kia, 20wia)/44;",,,
3267,2 MEB,15-Mar-2014,2meb_fso,11:49,"(en) Shot Arty, TFT: 2 T-72 VIC 12SWG 63520 76825,",,,
3268,2 MEB,15-Mar-2014,2meb_mech2_bn_cdr,11:49,(en) TFT: WIA 27 / DIA 58 / 6 M1113 DESTROYED / 1 60MM MORTAR DESTROYED / 2 HMMWVS DESTROYED,,,
3269,2 MEB,15-Mar-2014,10mc_cdr,11:49,(en) ASSIGN CAS MISSION TO ELM 21 TO EXPEND 50% ORDNANCE. LINE 1: MISSION REQUEST NUMBER: 15-TORNADO-220 LINE 2: TARGET GRID COORDINATE: 12SWG 63520 76825. LINE 3: TGT DESCRIPTION: TWO (2) TANGO-72 TANKS. LINE 4: JTAC C/S: TORNADO 14 LINE 5: TOT: 1300. TIME NOW IS 1249.,,,
3279,2 MEB,15-Mar-2014,2meb_mech_bn cdr,11:52,"(en) TEW--CASREP: E Co (4KIA/172Active), F Co (180Active, G Co (n/a), Tanks (n/a), LAV (n/a)",,,
3288,2 MEB,15-Mar-2014,Icc_7_1agic sad,11:54,"(en) CFF: JSOTF #26/ODA 9133,TACP11, convoy, numerous vehicles along north-south road: From grid 12SWG 53100 77300 to 40700 75700",,,
3289,2 MEB,15-Mar-2014,2meb_helo_sqdn_cdr,11:54,"(en) TF Hammer: Just lost an 81mm mortar to an RPG-29 from 6,371,601 meters. Nice shot, I'd say.",,,
3297,2 MEB,15-Mar-2014,Icc_7_socce_miso_rep,11:55,(en) MUST BE THE NEW SNIPER RPG,,,
3298,2 MEB,15-Mar-2014,2meb_fso,11:55,(en) Is it the new Rgr Wpn?,,,
3299,2 MEB,15-Mar-2014,2mebs3,11:55,(en) must be on the moon,,,
3316,2 MEB,15-Mar-2014,2meb_s2,11:59,(en) RGR,,,
3323,2 MEB,15-Mar-2014,Icc_7_jagic_sad,12:00,"(en) correction on #26 CFF: JSOTF #26/ODA 9133,TACP11, convoy, numerous vehicles along north-south road: From grid 12SWG 53100 77300 to 54100 75700",,,
3339,2 MEB,15-Mar-2014,2meb_s2,12:02,(en) space shuttle door gunner took it out,,,
3345,2 MEB,15-Mar-2014,2meb_fso,12:03,"(en) Engaging with NSFS: correction on #26 CFF: JSOTF #26/ODA 9133,TACP11, convoy, numerous vehicles along north-south road: From grid 12SWG 53100 77300 to 54100 75700",,,
3390,2 MEB,15-Mar-2014,2meb_s2,12:15,(en) in 2018 the enemy will have the Intergalactic Ballistic RPG-29s. Didn't ya'll get that memo,,,
3398,2 MEB,15-Mar-2014,2meb_helo_sqdn_cdr,12:16,(en) TF Hammer: I'll have all my A-gunners be watching the skies.,,,
3558,2 MEB,15-Mar-2014,Icc_7_jagic_sad,13:02,"(en) CFF: JSOTF #27/ODA 9130,TACP09, 3 targets: 12SWG 51900 79100 / 2 x enemy trucks, 10 pax 12SWG 51500 78600 / 5 x enemy trucks, 20 pax 12SWG 50900 78300 / 3 x enemy trucks/C2 vehicle, 10 pax",,,
3672,2 MEB,15-Mar-2014,Icc_7_jagic_sad,13:41,"(en) CFF: JSOTF #28/0DA 9130,TACP09, 3 targets: 12SWG 52395 79825 / 1 x enemy vehicle 125WG 52620 77380 / 1 x enemy truck 12SWG 53130 77380 / 1 x enemy truck",,,
3898,2 MEB,16-Mar-2014,anlst_g7_g9,6:59,(en) 16 Mar 11,,,
3936,2 MEB,16-Mar-2014,2meb_s3,7:14,(en) comm check,,,
3940,2 MEB,16-Mar-2014,2meb_fso,7:15,(en) rgr,,,
3977,2 MEB,16-Mar-2014,7_7a_Ino_mc,7:30,(en) LC,,,
3985,2 MEB,16-Mar-2014,2meb_s3,7:31,"(en) DIV FRAGO 5 has been forwarded via e-mail, key updates are: 7 Division is now in Phase 3 of Operation Crimson Tide Strike. 4IBCT AO is now AO Rueben (see ""7 DIV Phase 3A Graphics"" in CPOF. AO Gela is deleted as a 7 Division Graphic Control Measure.",,,
3989,2 MEB,16-Mar-2014,9_525_107_b_cdr,7:35,"(en) warlord 6 this is seeker 6, what location do u want my MET at",,,
4015,2 MEB,16-Mar-2014,2meb_s3,7:43,"(en) TF Commanders, send combat power report.",,,
4045,2 MEB,16-Mar-2014,10mc_cdr,7:48,(en) MAVERICK 55. REQUEST FOUR HOURS OF COUNTER-DRONE CAPABLE AIRCAFT FOR LOITER MISSION VCTY PORT DIAZ. REQUEST FOLLOWING ASSETS: SECTION F-35 AIRCRAFT AIM-120 CAPABLE. MISSION CAPABILITY TO DETECT AND JAM HARPY UAV SYSTEM DATALINKS. RHINO THINKS AN EF-18G GROWLER 15 THE ASSET WE NEED. AIRCRAFT WILL WORK WITH USS DECATUR AS GROUND CONTROLLED INTERCEPT (GCI) CAPABILITY. MISSION IS TO PROTECT THE PORT CITY OF DIAZ WITH AN INTEGRATED COUNTER-DRONE THREAT WITH AIR-GROUND ORDNANCE DELIVERY CAPABILITY.,,,
4052,2 MEB,16-Mar-2014,10mc_cdr,7:51,(en) RHINO ASR TO FOLLOW FOR COUNTER-DRONE AIR PLAN ISO TF RHINO.,,,
4065,2 MEB,16-Mar-2014,2meb_helo_sqdn_cdr,7:57,(en) IF Hammer: ONESAF unable to pull up combat report properties att.,,,
4066,2 MEB,16-Mar-2014,2meb fso,7:57,(en) FireSim is down,,,
4075,2 MEB,16-Mar-2014,2meb_helo_sqdn_cdr,7:58,(en) TF Hammer: It is a good way to start the day.,,,
4076,2 MEB,16-Mar-2014,2meb_s3,7:58,"(en) rgr TFH, send when your 1SAF is up",,,
4080,2 MEB,16-Mar-2014,7_7a_lno_mc,7:59,(en) Solitaire is up,,,
4082,2 MEB,16-Mar-2014,10mc_cdr,7:59,"(en) LINE 1: MISSION REQUEST NUMBER: 16-RHINO-600 LINE 2: TGT GRID: THREAT SECTOR AIRSPACE CENTER POINT GRID 12SWG 52 89, 30 MILE RADIUS. LINE 3: TGT DESCRIPTION: HARPY UAV DRONES WITH AIR-GROUND OFFENSIVE CAPABILITY LINE 4: JTAC C/S: US5 DECATUR AIR INTERCEPT CONTROL (AIC). REQUEST CONTINUOUS COVERAGE WITH F-35 AIRCRAFT THAT ARE AIM-120 CAPABLE. REQUEST EF-18G GROWLER COVERAGE TO DETECT, IDENTIFY, JAM AND REPORT HARPY SYSTEM UAV DATALINKS. LINE 5: TOS: 0900 TO ENDEX. TIME NOW IS 0857 HOURS EST.",,,
4091,2 MEB,16-Mar-2014,maccj3,8:04,"(en) The Diaz port facility is open BUT with very limited capabilities. Still rebuilding some infrastructure (e.g., piers, warehouses, roads) and assessing security conditions. Updates to follow.",,,
4092,2 MEB,16-Mar-2014,10mc_cdr,8:04,(en) PEGASUS 55 ASSIGN FRIENDLY UAV SYSTEMS ISO TF RHINO (2MEB) S-2 LINE 1: MISSION REQUEST NUMBER: 16-RHINO-601 LINE 2: TGT GRID: UAV ORBIT DEFINED BY GRID COORDINATES 12SWG 32316 46796 TO 12SWG 44008 66183. LINE 3: TGT DESCRIPTION: AVENUE OF APPROACH ON COASTAL ROAD THAT MAY BE USED FOR ENEMY INFILTRATION INTO TF HAMMER AREA OF OPERATIONS (AO). LINE 4: JTAC C/S: HAMMER 14 PRIMARY. SECONDARY IS RHINO S-2 IN TRANSVERSE 1.5 CHAT ADDRESS IS 2meb_s2 LINE 5: TOS: 0903 TO ENDEX. TIME NOW IS 0903 HOURS EST.,,,
4107,2 MEB,16-Mar-2014,10mc_cdr,8:10,(en) PEGASUS 55 ASSIGN FRIENDLY UAV SYSTEMS ISO TF RHINO (2MEB) S-2 LINE 1: MISSION REQUEST NUMBER: 16-RH1N0-602 LINE 2: TGT GRID: UAV ORBIT DEFINED BY GRID COORDINATES 12SWG 57591 88747 TO 12SWG 55188 88738. LINE 3: TGT DESCRIPTION: SUPPORT TF WARLORD ENGAGED IN CLEARING OPERATIONS IN NORTH DIAZ AND LINK-UP OPERATION WITH TF BAYONET AND TF LANCER GROUND COMBAT ELEMENTS. LINE 4: JTAC C/S: REPORT INTELLIGENCE TO PRIMARY RHINO S-2 IN TRANSVERSE 1.5 CHAT ADDRESS IS 2meb_s2. SECONDARY JTAC C/S WARLORD 14. LINE 5: TOS: 0910 TO ENDEX. TIME NOW IS 0910 HOURS EST.,,,
4118,2 MEB,16-Mar-2014,10mc_cdr,8:16,"(en) PEGASUS 55 ASSIGN FRIENDLY UAV SYSTEMS ISO TF RHINO (2MEB) 5-2 AND TF TORNADO LINE 1: MISSION REQUEST NUMBER: 16-RHINO-603 LINE 2: TGT GRID: UAV ORBIT DEFINED BY GRID COORDINATES 12SWG 57697 85673 TO 12SWG 74679 65867. LINE 3: TGT DESCRIPTION: SUPPORT TF TORNADO MAIN SUPPLY ROUTE (MSR) BRONCO. DETECT AND REPORT PIR ENEMY INFILTRATION INTO AO WITH HOSTILE ARTILLERY, ARMOR AND SQUAD SIZE INFANTRY ELEMENTS. LINE 4: JTAC C/S: REPORT INTELLIGENCE TO PRIMARY RHINO S-2 IN TRANSVERSE 1.5 CHAT ADDRESS IS 2meb_s2. SECONDARY JTAC C/S TORNADO 14. LINE 5: TOS: 0915 TO ENDEX. TIME NOW IS 0915 HOURS EST.",,,
4126,2 MEB,16-Mar-2014,10mc_cdr,8:20,(en) PEGASUS 55 ASSIGN FRIENDLY UAV SYSTEMS ISO TF RHINO (2MEB) 5-2 AND TF TORNADO LINE 1: MISSION REQUEST NUMBER: 16-RHINO-604 LINE 2: TGT GRID: UAV ORBIT DEFINED BY GRID COORDINATES 125WG 49481 72611 TO 12SWG 54873 80150. LINE 3: TGT DESCRIPTION: SUPPORT TF HAMMER ENGAGED IN CLEARING OPERATIONS IN BUILT UP AREAS OF AO. LINE 4: JTAC C/S: REPORT INTELLIGENCE TO PRIMARY RHINO S-2 IN TRANSVERSE 1.5 CHAT ADDRESS IS 2meb_s2. SECONDARY JTAC C/S HAMMER 14. LINE 5: TOS: 0920 TO ENDEX. TIME NOW IS 0920 HOURS EST.,,,
4136,2 MEB,16-Mar-2014,2meb_s3,8:25,"{en) DIV FRAGO 6 has been forwarded via e-mail, key updates are: AO Rueben is expanded to the south to allow 4IBCT additional maneuver room to secure the Lodgment Area. (see ""7 DIV Phase 3A Graphics"" in CPOF.",,,
4139,2 MEB,16-Mar-2014,2meb_mech2_bn_cdr,8:26,(en) TFT: SITREP 60 DEAD 229 WOUNDED OUT OF 939.4 60MM MORTARS DESTROYED. ALL OTHER EQUIPMENT 100%.,,,
4142,2 MEB,16-Mar-2014,2meb_helo_sqdn_cdr,8:27,"(en) TF Hammer: infantry 250{178 WIA, 72 KIA)/969, 60mm 3/9 KIA, AAVs 10(WIA)/44, LAV-25 1(WIA)/15, Tanks 2(WIA)/14",,,
4150,2 MEB,16-Mar-2014,2meb_s3,8:29,"(en) TFW: 3-4 CAV POC for link up is CPT Keefer, 780-2221",,,
4181,2 MEB,16-Mar-2014,10mc_cdr,8:35,"(en) PEGASUS 55, CAN YOU PROVIDE A RUN DOWN ON TOTAL NUMBER OF HELICOPTER AIRFRAMES AND A SCHEDULE (IF WE HAVE ONE) ON ATTACK HELOS, CH-53K SEA STALLIONS AND MV-22 OSPREY LIFT ASSETS.",,,
4193,2 MEB,16-Mar-2014,2meb_mech_bn_cdr,8:38,"(en) TFW CASREP-- E Co(59KIA/121Active), F Co(11KIA/41WIA/127Active), G Co(95KIA/85Active), Tanks(8 of 14 Active), & LAR(22 of 28 Active).",,,
4221,2 MEB,16-Mar-2014,10mc_cdr,8:49,"(en) PEGASUS 55: UH-1/A1-11- (10) SUPPORTING TORNADO OBJ C,D,E, (8) SUPPORTING HAMMER OBJ F, (8) SUPPORTING WARLORD OBJ 2, ALL ARE IN BP'S AROUND THESE OBJECTIVE BUT ARE AVAILABLE.(x44) V22's/(x12)CH-53's- ALL STANDING BY AVAILABLE IN THE GULF",,,
4237,2 MEB,16-Mar-2014,10mc_cdr,8:51,(en) MAVERICK 55 ... REQUEST C/S AND TOS FOR CAS ACFT.,,,
